Country.Name,Country.ISO,Series.Name,Series.Year,Indicator,Sex,Series.Type,Series.Category,Data.Collection.Method,Model.Life.Table,Years.Preceding.the.Survey or Time.Since.First.Birth or Age.Group.of.Women,Interval,Reference.Date,Estimates,Standard.Error.of.Estimates,Indirect.method.based.on.TSFB,Method.based.on.Age.Group.of.Women,Inclusion,Adjustment,DataCatalogID
Mozambique,MOZ,AIDS Indicator Survey,2015,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,45-49,,"2000,885","188,68","14,17",0,1,0,,5794
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2010,5","95,80","7,00",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2009,5","95,30","7,50",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2008,5","100,80","8,50",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2007,5","91,40","7,80",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2006,5","103,10","9,90",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2005,5","122,50","11,70",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2004,5","121,50","9,60",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2003,5","122,00","9,40",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2002,5","131,10","10,20",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2001,5","128,70","9,60",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2000,5","161,40","13,60",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1999,5","158,70","12,70",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1998,5","166,20","13,30",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1997,5","163,00","14,60",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,2,1996,"174,80","15,70",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,3,"1993,5","213,80","19,40",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey,2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,4,1990,"211,70","18,70",,,0,,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2010,5","96,49","7,05",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2009,5","96,46","7,59",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2008,5","102,62","8,65",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2007,5","93,71","8,00",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2006,5","106,61","10,24",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2005,5","127,74","12,20",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2004,5","127,48","10,07",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2003,5","128,55","9,90",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2002,5","138,46","10,77",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2001,5","135,97","10,14",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2000,5","170,24","14,34",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1999,5","166,83","13,35",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1998,5","173,93","13,92",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1997,5","169,70","15,20",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,2,1996,"180,56","16,22",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,3,"1993,5","218,33","19,81",,,1,MM adjustment,5064
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2011,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,4,1990,"213,75","18,88",,,1,MM adjustment,5064
Mozambique,MOZ,AIDS Indicator Survey,2009,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,20-24,,"2007,1","193,80",,0,1,0,,4693
Mozambique,MOZ,AIDS Indicator Survey,2009,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,25-29,,"2005,2","209,30",,0,1,1,,4693
Mozambique,MOZ,AIDS Indicator Survey,2009,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,30-34,,2003,"203,00",,0,1,0,,4693
Mozambique,MOZ,AIDS Indicator Survey,2009,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,35-39,,"2000,6","202,20",,0,1,0,,4693
Mozambique,MOZ,AIDS Indicator Survey,2009,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,40-44,,1998,"238,00",,0,1,0,,4693
Mozambique,MOZ,AIDS Indicator Survey,2009,Under-five Mortality Rate,Total,Indirect,AIS,Summary Birth Histories,CD West,45-49,,"1995,1","239,60",,0,1,0,,4693
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2007,5","132,70","10,40",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2006,5","135,70","8,60",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2005,5","143,80","8,60",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2004,5","142,10","10,10",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2003,5","165,90","10,00",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2002,5","178,40","16,20",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2001,5","163,80","10,60",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2000,5","169,70","11,80",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1999,5","201,30","13,00",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1998,5","182,60","12,30",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1997,5","213,70","13,30",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1996,5","225,90","15,30",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1995,5","234,90","15,40",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1994,5","232,60","17,40",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1993,5","243,50","17,30",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1992,5","263,90","21,70",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1991,5","269,60","24,80",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1990,5","256,10","20,70",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1989,5","270,80","19,90",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1988,5","245,30","19,30",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1987,5","261,20","21,60",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1986,5","314,00","22,90",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1985,5","295,40","26,30",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey,2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,2,1984,"279,20","24,90",,,0,,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2007,5","133,59","10,47",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2006,5","137,63","8,72",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2005,5","146,96","8,79",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2004,5","146,19","10,39",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2003,5","171,59","10,34",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2002,5","185,25","16,82",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2001,5","170,50","11,03",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"2000,5","176,75","12,29",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1999,5","209,42","13,52",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1998,5","189,48","12,76",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1997,5","220,99","13,75",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1996,5","232,69","15,76",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1995,5","240,98","15,80",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1994,5","237,69","17,78",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1993,5","247,94","17,62",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1992,5","267,84","22,02",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1991,5","272,85","25,10",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1990,5","258,55","20,90",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1989,5","272,81","20,05",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1988,5","246,68","19,41",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1987,5","262,28","21,69",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1986,5","314,93","22,97",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,1,"1985,5","296,00","26,35",,,1,MM adjustment,4871
Mozambique,MOZ,Multiple Indicator Cluster Survey (MM adjusted),2008,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,,2,1984,"279,51","24,93",,,1,MM adjustment,4871
Mozambique,MOZ,Post-census Mortality Survey,2007-2008,Under-five Mortality Rate,Total,Direct,Others,Others,,,1,"2007,5","146,20",,,,0,,5367
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Household Deaths,Census,Household Deaths,,,1,"2007,1","188,71",,,,0,,1267
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,20-24,,"2004,6","176,00",,0,1,0,,1267
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,25-29,,"2002,5","170,00",,0,1,1,,1267
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,30-34,,2000,"177,00",,0,1,0,,1267
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,35-39,,"1997,5","184,00",,0,1,0,,1267
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,40-44,,"1994,8","190,00",,0,1,0,,1267
Mozambique,MOZ,Census,2007,Under-five Mortality Rate,Total,Indirect,Census,Summary Birth Histories,CD West,45-49,,1992,"194,00",,0,1,0,,1267
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2002,5","130,10","8,50",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2001,5","149,10","11,00",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2000,5","159,60","8,80",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1999,5","163,10","8,80",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1998,5","179,70","10,40",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1997,5","201,40","8,90",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1996,5","212,90","13,20",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1995,5","228,70","11,10",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1994,5","215,70","12,20",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1993,5","187,90","10,70",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1992,5","235,80","16,40",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1991,5","211,70","12,60",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1990,5","248,00","15,40",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1989,5","235,00","13,60",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1988,5","221,70","13,00",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1987,5","246,40","15,80",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1986,5","229,30","15,90",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1985,5","220,20","13,60",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1984,5","254,60","15,20",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1983,5","256,30","16,40",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1982,5","285,30","18,00",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1981,5","230,30","17,40",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1980,5","232,30","19,40",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1979,5","240,20","19,90",,,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,20-24,,2001,"193,00",,0,1,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,25-29,,1999,"202,00",,0,1,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,30-34,,"1996,7","200,00",,0,1,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,35-39,,"1994,2","198,00",,0,1,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,40-44,,"1991,7","205,00",,0,1,0,,1758
Mozambique,MOZ,Demographic and Health Survey,2003-2004,Under-five Mortality Rate,Total,Indirect,DHS,Summary Birth Histories,,45-49,,"1988,8","215,00",,0,1,0,,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2002,5","131,53","8,59",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2001,5","151,44","11,17",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"2000,5","162,59","8,97",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1999,5","166,43","8,98",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1998,5","183,46","10,62",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1997,5","205,53","9,08",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1996,5","217,01","13,45",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1995,5","232,70","11,29",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1994,5","219,03","12,39",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1993,5","190,40","10,84",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1992,5","238,43","16,58",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1991,5","213,64","12,72",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1990,5","249,83","15,51",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1989,5","236,36","13,68",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1988,5","222,68","13,06",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1987,5","247,22","15,85",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1986,5","229,86","15,94",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1985,5","220,58","13,62",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1984,5","254,89","15,22",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1983,5","256,49","16,41",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1982,5","285,43","18,01",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1981,5","230,37","17,41",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1980,5","232,34","19,40",,,1,MM adjustment,1758
Mozambique,MOZ,Demographic and Health Survey (MM adjusted),2003-2004,Under-five Mortality Rate,Total,Direct,DHS,Full Birth Histories,,,1,"1979,5","240,23","19,90",,,1,MM adjustment,1758
