Country.Name;Country.ISO;Series.Name;Series.Year;Indicator;Sex;Series.Type;Series.Category;Data.Collection.Method;Model.Life.Table;Age.Group.of.Women.or.Time.Since.First.Birth;Interval;Reference.Date;Wealth.Quintile;Estimates;Standard.Error.of.Estimates;Indirect.method.based.on.TSFB;Method.based.on.Age.Group.of.Women;Inclusion;DataCatalogID
Madagascar;MDG;Demographic and Health Survey;2008-2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2005,5;5;45,415228;11,530572;0;0;1;4691
Madagascar;MDG;Demographic and Health Survey;2008-2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2005,5;4;61,999468;10,398485;0;0;1;4691
Madagascar;MDG;Demographic and Health Survey;2003-2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2000,5;1;116,130268;16,593835;0;0;1;1734
Madagascar;MDG;Demographic and Health Survey;2003-2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2000,5;2;118,063633;17,012172;0;0;1;1734
Madagascar;MDG;Demographic and Health Survey;2003-2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2000,5;4;84,753316;14,062801;0;0;1;1734
Madagascar;MDG;Demographic and Health Survey;2003-2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2000,5;3;106,850085;12,219432;0;0;1;1734
Madagascar;MDG;Demographic and Health Survey;2003-2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2000,5;5;51,679319;10,898478;0;0;1;1734
Madagascar;MDG;Demographic and Health Survey;1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1994,5;4;154,138925;11,126334;0;0;1;1729
Madagascar;MDG;Demographic and Health Survey;1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1994,5;5;99,218838;12,099322;0;0;1;1729
Madagascar;MDG;Demographic and Health Survey;1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1994,5;1;186,295883;12,630445;0;0;1;1729
Madagascar;MDG;Demographic and Health Survey;1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1994,5;2;194,033983;13,016247;0;0;1;1729
Madagascar;MDG;Demographic and Health Survey;1997;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1994,5;3;162,218218;11,607475;0;0;1;1729
Madagascar;MDG;Enquete Demographique et de Sante (EDSMDV);2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;4;65,154414360248;8,588343766723;0;0;1;7833
Madagascar;MDG;Enquete Demographique et de Sante (EDSMDV);2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;5;56,005188215876;7,525496286963;0;0;1;7833
Madagascar;MDG;Enquete Demographique et de Sante (EDSMDV);2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;2;86,26732310673;10,30483469589;0;0;1;7833
Madagascar;MDG;Enquete Demographique et de Sante (EDSMDV);2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;3;71,922240234089;8,788154247298;0;0;1;7833
Madagascar;MDG;Enquete Demographique et de Sante (EDSMDV);2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2018,5;1;81,509598020105;10,947311707822;0;0;1;7833
Madagascar;MDG;Malaria Indicator Survey;2016;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,41791;1;53,992961;9,889797;0;1;1;6078
Madagascar;MDG;Malaria Indicator Survey;2016;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,41791;2;57,223021;11,79074;0;1;1;6078
Madagascar;MDG;Malaria Indicator Survey;2016;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,41791;3;69,582335;14,001844;0;1;1;6078
Madagascar;MDG;Malaria Indicator Survey;2016;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,41791;5;38,698295;10,352553;0;1;1;6078
Madagascar;MDG;Malaria Indicator Survey;2016;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,41791;4;50,650974;11,065546;0;1;1;6078
Madagascar;MDG;Malaria Indicator Survey;2013;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2006,831552;2;74,612094;17,040626;0;1;1;5468
Madagascar;MDG;Malaria Indicator Survey;2013;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2006,831552;3;80,861132;22,518877;0;1;1;5468
Madagascar;MDG;Malaria Indicator Survey;2013;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2006,831552;1;66,112979;14,677175;0;1;1;5468
Madagascar;MDG;Malaria Indicator Survey;2013;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2006,831552;4;58,327185;15,77963;0;1;1;5468
Madagascar;MDG;Malaria Indicator Survey;2013;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2006,831552;5;31,046183;8,907743;0;1;1;5468
Madagascar;MDG;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;1;72,907659;6,671284;0;0;1;7586
Madagascar;MDG;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;4;51,907546;6,135416;0;0;1;7586
Madagascar;MDG;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;5;33,925211;5,063811;0;0;1;7586
Madagascar;MDG;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;2;59,262672;6,190451;0;0;1;7586
Madagascar;MDG;Multiple Indicator Cluster Survey;2018;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2015,5;3;69,23675;8,588215;0;0;1;7586
Madagascar;MDG;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,182503;5;82,532848;11,559235;1;0;1;1891
Madagascar;MDG;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,182503;2;185,618441;21,069406;1;0;1;1891
Madagascar;MDG;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,182503;3;190,457481;26,497297;1;0;1;1891
Madagascar;MDG;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,182503;4;148,391988;19,007794;1;0;1;1891
Madagascar;MDG;Multiple Indicator Cluster Survey;2000;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;1996,182503;1;150,258982;14,588793;1;0;1;1891
Malawi;MWI;Demographic and Health Survey;2015-2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;1;70,555651;7,774403;0;0;1;5952
Malawi;MWI;Demographic and Health Survey;2015-2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;2;80,576577;8,964819;0;0;1;5952
Malawi;MWI;Demographic and Health Survey;2015-2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;3;68,648445;6,543482;0;0;1;5952
Malawi;MWI;Demographic and Health Survey;2015-2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;4;58,563689;7,16119;0;0;1;5952
Malawi;MWI;Demographic and Health Survey;2015-2016;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2012,5;5;55,888925;5,921147;0;0;1;5952
Malawi;MWI;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2007,5;4;106,99979;17,482704;0;0;1;4692
Malawi;MWI;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2007,5;5;93,618697;9,707666;0;0;1;4692
Malawi;MWI;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2007,5;1;111,285657;15,634126;0;0;1;4692
Malawi;MWI;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2007,5;2;112,112918;13,65525;0;0;1;4692
Malawi;MWI;Demographic and Health Survey;2010;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2007,5;3;109,552489;8,609055;0;0;1;4692
Malawi;MWI;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;1;163,1196;12,379283;0;0;1;1885
Malawi;MWI;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;2;159,458245;12,464748;0;0;1;1885
Malawi;MWI;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;3;153,888917;11,682819;0;0;1;1885
Malawi;MWI;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;4;143,531834;10,272654;0;0;1;1885
Malawi;MWI;Demographic and Health Survey;2004;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2001,5;5;100,44585;10,509752;0;0;1;1885
Malawi;MWI;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;1;198,409307;9,381002;0;0;1;1833
Malawi;MWI;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;5;130,914792;8,922995;0;0;1;1833
Malawi;MWI;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;2;207,762871;9,812072;0;0;1;1833
Malawi;MWI;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;3;193,581643;9,376867;0;0;1;1833
Malawi;MWI;Demographic and Health Survey;2000;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1997,5;4;190,898817;9,524207;0;0;1;1833
Malawi;MWI;Demographic and Health Survey;1992;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1989,5;5;177,16783;16,916051;0;0;1;1834
Malawi;MWI;Demographic and Health Survey;1992;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1989,5;2;226,324478;19,486627;0;0;1;1834
Malawi;MWI;Demographic and Health Survey;1992;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1989,5;3;269,704209;19,496668;0;0;1;1834
Malawi;MWI;Demographic and Health Survey;1992;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1989,5;4;246,784125;19,850842;0;0;1;1834
Malawi;MWI;Demographic and Health Survey;1992;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1989,5;1;231,820949;20,722716;0;0;1;1834
Malawi;MWI;MDG Endline Survey;2013-2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2010,5;2;92,77201;13,222196;0;0;1;5582
Malawi;MWI;MDG Endline Survey;2013-2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2010,5;1;96,655877;11,727219;0;0;1;5582
Malawi;MWI;MDG Endline Survey;2013-2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2010,5;4;89,43886;12,770456;0;0;1;5582
Malawi;MWI;MDG Endline Survey;2013-2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2010,5;5;70,235785;14,770917;0;0;1;5582
Malawi;MWI;MDG Endline Survey;2013-2014;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2010,5;3;91,504104;10,530236;0;0;1;5582
Malawi;MWI;Malaria Indicator Survey;2017;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2012,8916;5;56,924445;16,648029;0;1;1;6080
Malawi;MWI;Malaria Indicator Survey;2017;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2012,8916;1;87,153033;26,393259;0;1;1;6080
Malawi;MWI;Malaria Indicator Survey;2017;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2012,8916;2;110,968321;24,212093;0;1;1;6080
Malawi;MWI;Malaria Indicator Survey;2017;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2012,8916;3;95,395637;28,771605;0;1;1;6080
Malawi;MWI;Malaria Indicator Survey;2017;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2012,8916;4;91,705141;22,59979;0;1;1;6080
Malawi;MWI;Malaria Indicator Survey;2014;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2009,718818;1;75,398893;22,119774;0;1;1;5793
Malawi;MWI;Malaria Indicator Survey;2014;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2009,718818;2;146,574841;40,747778;0;1;1;5793
Malawi;MWI;Malaria Indicator Survey;2014;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2009,718818;4;92,4493;32,186053;0;1;1;5793
Malawi;MWI;Malaria Indicator Survey;2014;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2009,718818;5;47,112027;36,855626;0;1;1;5793
Malawi;MWI;Malaria Indicator Survey;2014;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2009,718818;3;27,681043;15,64695;0;1;1;5793
Malawi;MWI;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;3;64,157831;14,99867;0;0;1;7834
Malawi;MWI;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;4;55,513027;16,576503;0;0;1;7834
Malawi;MWI;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;5;37,569366;12,08098;0;0;1;7834
Malawi;MWI;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;1;56,67104;16,570614;0;0;1;7834
Malawi;MWI;Multiple Indicator Cluster Survey;2019-2020;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2016,5;2;53,520292;16,299898;0;0;1;7834
Malawi;MWI;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;1;133,51658;8,431106;0;0;1;1845
Malawi;MWI;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;2;134,553005;8,642315;0;0;1;1845
Malawi;MWI;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;3;130,795744;6,784382;0;0;1;1845
Malawi;MWI;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;4;126,253674;7,093944;0;0;1;1845
Malawi;MWI;Multiple Indicator Cluster Survey;2006;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2003,5;5;98,812197;5,964572;0;0;1;1845
Maldives;MDV;Demographic and Health Survey;2016-2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;4;26,626179;9,830156;0;0;1;5953
Maldives;MDV;Demographic and Health Survey;2016-2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;1;13,740014;3,881687;0;0;1;5953
Maldives;MDV;Demographic and Health Survey;2016-2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;5;17,241596;11,918962;0;0;1;5953
Maldives;MDV;Demographic and Health Survey;2016-2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;3;11,698801;3,640459;0;0;1;5953
Maldives;MDV;Demographic and Health Survey;2016-2017;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2013,5;2;20,010853;5,329161;0;0;1;5953
Maldives;MDV;Demographic and Health Survey;2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;2;24,128303;5,560975;0;0;1;4699
Maldives;MDV;Demographic and Health Survey;2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;3;11,026674;3,248421;0;0;1;4699
Maldives;MDV;Demographic and Health Survey;2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;1;17,411563;4,8193;0;0;1;4699
Maldives;MDV;Demographic and Health Survey;2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;5;12,778077;6,070072;0;0;1;4699
Maldives;MDV;Demographic and Health Survey;2009;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2006,5;4;19,373172;5,998285;0;0;1;4699
Mali;MLI;Demographic and Health Survey;2018;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2015,5;2;120,794771;12,722051;0;0;1;7626
Mali;MLI;Demographic and Health Survey;2018;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2015,5;3;123,212601;14,582223;0;0;1;7626
Mali;MLI;Demographic and Health Survey;2018;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2015,5;4;84,227015;12,617957;0;0;1;7626
Mali;MLI;Demographic and Health Survey;2018;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2015,5;1;146,365274;15,503667;0;0;1;7626
Mali;MLI;Demographic and Health Survey;2018;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2015,5;5;53,353104;7,193466;0;0;1;7626
Mali;MLI;Demographic and Health Survey;2012-2013;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;5;51,793613;5,988;0;0;1;5460
Mali;MLI;Demographic and Health Survey;2012-2013;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;1;105,220034;12,417903;0;0;1;5460
Mali;MLI;Demographic and Health Survey;2012-2013;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;4;99,681455;12,891379;0;0;1;5460
Mali;MLI;Demographic and Health Survey;2012-2013;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;2;107,666199;11,656874;0;0;1;5460
Mali;MLI;Demographic and Health Survey;2012-2013;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2009,5;3;123,173944;13,697725;0;0;1;5460
Mali;MLI;Demographic and Health Survey;2006;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2003,5;2;220,834901;10,484914;0;0;1;1682
Mali;MLI;Demographic and Health Survey;2006;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2003,5;3;205,643264;10,941207;0;0;1;1682
Mali;MLI;Demographic and Health Survey;2006;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2003,5;4;203,869486;12,561616;0;0;1;1682
Mali;MLI;Demographic and Health Survey;2006;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2003,5;1;217,450834;9,361749;0;0;1;1682
Mali;MLI;Demographic and Health Survey;2006;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2003,5;5;114,779603;7,310341;0;0;1;1682
Mali;MLI;Demographic and Health Survey;2001;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1998,5;5;146,862439;10,186945;0;0;1;1714
Mali;MLI;Demographic and Health Survey;2001;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1998,5;4;237,345886;11,307828;0;0;1;1714
Mali;MLI;Demographic and Health Survey;2001;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1998,5;3;253,177616;12,552673;0;0;1;1714
Mali;MLI;Demographic and Health Survey;2001;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1998,5;1;228,597186;11,534647;0;0;1;1714
Mali;MLI;Demographic and Health Survey;2001;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1998,5;2;264,795024;12,828379;0;0;1;1714
Mali;MLI;Demographic and Health Survey;1995-1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;5;171,075262;9,990298;0;0;1;1715
Mali;MLI;Demographic and Health Survey;1995-1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;1;273,698385;13,538334;0;0;1;1715
Mali;MLI;Demographic and Health Survey;1995-1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;2;267,215485;11,687629;0;0;1;1715
Mali;MLI;Demographic and Health Survey;1995-1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;3;253,77979;10,334407;0;0;1;1715
Mali;MLI;Demographic and Health Survey;1995-1996;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;1992,5;4;246,937321;10,051679;0;0;1;1715
Mali;MLI;Malaria Indicator Survey;2021;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2017,35169321185;1;183,011326576053;20,437915238861;0;1;1;9190
Mali;MLI;Malaria Indicator Survey;2021;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2017,35169321185;2;170,284567924127;20,190877524772;0;1;1;9190
Mali;MLI;Malaria Indicator Survey;2021;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2017,35169321185;3;169,049876237985;13,437657353745;0;1;1;9190
Mali;MLI;Malaria Indicator Survey;2021;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2017,35169321185;4;113,035545027086;13,828246762926;0;1;1;9190
Mali;MLI;Malaria Indicator Survey;2021;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2017,35169321185;5;62,479442919989;10,619399283109;0;1;1;9190
Mali;MLI;Malaria Indicator Survey;2015;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,152818;3;179,23164;17,469893;0;1;1;5927
Mali;MLI;Malaria Indicator Survey;2015;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,152818;1;202,744742;15,822432;0;1;1;5927
Mali;MLI;Malaria Indicator Survey;2015;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,152818;2;211,459302;18,565161;0;1;1;5927
Mali;MLI;Malaria Indicator Survey;2015;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,152818;4;135,766897;36,574206;0;1;1;5927
Mali;MLI;Malaria Indicator Survey;2015;Under-five Mortality Rate;Total;Indirect;MIS;Summary Birth Histories;CD North;25-29;5;2011,152818;5;74,881092;13,36402;0;1;1;5927
Mali;MLI;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;1;110,673905;34,002024;0;0;1;5677
Mali;MLI;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;3;123,032045;11,59539;0;0;1;5677
Mali;MLI;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;5;57,384489;9,666663;0;0;1;5677
Mali;MLI;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;2;124,667306;33,791324;0;0;1;5677
Mali;MLI;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;4;117,599435;12,487651;0;0;1;5677
Mauritania;MRT;Demographic and Health Survey;2019-2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2016,5;1;44,180839124568;5,984218169293;0;0;1;7837
Mauritania;MRT;Demographic and Health Survey;2019-2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2016,5;5;21,140462128531;3,710619889695;0;0;1;7837
Mauritania;MRT;Demographic and Health Survey;2019-2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2016,5;2;52,221363276951;6,558391370816;0;0;1;7837
Mauritania;MRT;Demographic and Health Survey;2019-2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2016,5;3;44,720471701981;4,906735230846;0;0;1;7837
Mauritania;MRT;Demographic and Health Survey;2019-2021;Under-five Mortality Rate;Total;Direct;DHS;Full Birth Histories;;;5;2016,5;4;43,784195785765;5,980942531538;0;0;1;7837
Mauritania;MRT;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;4;40,608859;5,862235;0;0;1;5638
Mauritania;MRT;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;5;37,30664;6,146244;0;0;1;5638
Mauritania;MRT;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;1;69,688198;10,750007;0;0;1;5638
Mauritania;MRT;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;2;65,491936;8,049628;0;0;1;5638
Mauritania;MRT;Multiple Indicator Cluster Survey;2015;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2012,5;3;51,02736;8,621758;0;0;1;5638
Mauritania;MRT;Multiple Indicator Cluster Survey;2011;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2008,5;3;57,107881;6,122537;0;0;1;5012
Mauritania;MRT;Multiple Indicator Cluster Survey;2011;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2008,5;5;44,88664;5,735679;0;0;1;5012
Mauritania;MRT;Multiple Indicator Cluster Survey;2011;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2008,5;1;68,747525;7,517698;0;0;1;5012
Mauritania;MRT;Multiple Indicator Cluster Survey;2011;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2008,5;2;71,166374;7,388261;0;0;1;5012
Mauritania;MRT;Multiple Indicator Cluster Survey;2011;Under-five Mortality Rate;Total;Direct;MICS;Full Birth Histories;;;5;2008,5;4;46,699085;5,837057;0;0;1;5012
Mauritania;MRT;Multiple Indicator Cluster Survey;2007;Under-five Mortality Rate;Total;Indirect;MICS;Summary Birth Histories;CD North;5-9;5;2003,107735;4;78,962841;13,787173;1;0;1;2443
